cycle,tenants,channel,tenant,t_utc,procs,heap_used_pre_mb,heap_live_mb,heap_committed_mb,meta_used_mb,meta_committed_mb,rss_mb,pss_mb,rss_postgc_mb,pss_postgc_mb,threads,fds,host_avail_mb,swap_used_mb,gc_ms,gc_passes,heap_settled
-1,33,sb,swing:pazm91,2026-09-10T23:37:04Z,1,2176.1,,2626.0,555.5,557.9,3737.5,3730.6,3737.5,3730.6,1414,502,23211.8,0.0,0,0,
-1,34,sb,swing:d5vbvh,2026-09-10T23:37:34Z,1,2107.0,,2626.0,569.4,571.7,3756.7,3749.8,3756.7,3749.8,1448,505,23078.9,0.0,0,0,
-1,35,sb,swing:imp70h,2026-09-10T23:38:19Z,1,2375.8,,2626.0,583.2,585.5,3778.6,3771.7,3778.7,3771.7,1483,512,23322.9,0.0,0,0,
-1,36,sb,swing:lifqt2,2026-09-10T23:38:50Z,1,2397.3,,2626.0,597.1,599.2,3800.2,3793.3,3800.2,3793.3,1516,519,23745.9,0.0,0,0,
-1,37,sb,swing:wpw3c1,2026-09-10T23:39:21Z,1,2280.0,,2626.0,611.0,613.1,3820.5,3813.6,3820.5,3813.6,1548,524,22920.7,0.0,0,0,
-1,38,sb,swing:vrh9wz,2026-09-10T23:39:56Z,1,2361.4,,2626.0,624.8,626.9,3840.6,3833.7,3840.6,3833.7,1580,533,23557.9,0.0,0,0,
-1,39,sb,swing:tvjehr,2026-09-10T23:40:28Z,1,2348.2,,2626.0,638.7,640.8,3861.4,3854.4,3861.4,3854.5,1613,537,23575.9,0.0,0,0,
-1,40,sb,swing:w3qwwt,2026-09-10T23:41:09Z,1,2526.2,,2626.0,652.7,654.6,3882.9,3876.1,3883.0,3876.1,1647,547,23180.5,0.0,0,0,
-1,41,sb,swing:wjdgg4,2026-09-10T23:41:45Z,1,2583.6,,2626.0,666.6,668.6,3907.4,3900.5,3907.4,3900.5,1679,554,23461.0,0.0,0,0,
-1,42,sb,swing:ncrd9o,2026-09-10T23:42:33Z,1,2464.0,,2626.0,680.5,682.4,3941.7,3934.8,3941.7,3934.8,1721,561,22841.2,0.0,0,0,
-1,43,sb,swing:cmoqne,2026-09-10T23:43:27Z,1,2589.0,,2626.0,694.4,696.2,4027.2,4021.2,4028.1,4021.2,1754,568,22464.3,0.0,0,0,
