cycle,tenants,channel,tenant,t_utc,procs,heap_used_pre_mb,heap_live_mb,heap_committed_mb,meta_used_mb,meta_committed_mb,rss_mb,pss_mb,rss_postgc_mb,pss_postgc_mb,threads,fds,host_avail_mb,swap_used_mb,gc_ms,gc_passes,heap_settled
-1,16,sb,swing:e803gt,2026-09-11T08:42:14Z,1,1438.0,,1698.0,311.1,313.1,2409.0,2402.1,2409.0,2402.1,869,383,25465.9,0.0,0,0,
-1,17,sb,swing:tsnh3e,2026-09-11T08:42:37Z,1,1364.3,,1788.0,325.3,327.2,2522.5,2515.6,2522.6,2515.6,905,390,25635.6,0.0,0,0,
-1,18,sb,swing:t8nchi,2026-09-11T08:42:59Z,1,1144.4,,1890.0,339.4,341.4,2650.6,2643.7,2650.6,2643.7,937,397,25695.5,0.0,0,0,
-1,19,sb,swing:g5ejh7,2026-09-11T08:43:21Z,1,1723.5,,1988.0,353.5,355.6,2772.2,2765.3,2772.2,2765.3,969,404,25498.5,0.0,0,0,
-1,20,sb,swing:sd8c3s,2026-09-11T08:43:44Z,1,1570.0,,2084.0,367.6,369.8,2891.5,2884.6,2891.5,2884.6,1004,411,25478.8,0.0,0,0,
-1,21,sb,swing:iej6k6,2026-09-11T08:44:07Z,1,1986.4,,2184.0,381.8,383.9,3014.7,3007.7,3014.7,3007.7,1033,418,24997.3,0.0,0,0,
-1,22,sb,swing:vs1bvj,2026-09-11T08:44:29Z,1,1957.1,,2280.0,395.9,398.2,3143.0,3136.1,3143.0,3136.1,1063,425,24380.3,0.0,0,0,
-1,23,sb,swing:3yvdjh,2026-09-11T08:44:52Z,1,1562.9,,2380.0,410.0,412.3,3268.2,3261.3,3268.2,3261.3,1095,432,24984.7,0.0,0,0,
-1,24,sb,swing:89nyuc,2026-09-11T08:45:16Z,1,1495.6,,2470.0,424.2,426.6,3381.2,3374.3,3381.2,3374.3,1129,439,23628.6,0.0,0,0,
-1,25,sb,swing:2wsv0f,2026-09-11T08:45:39Z,1,1740.9,,2560.0,438.3,440.7,3492.7,3485.8,3492.7,3485.8,1161,446,24002.6,0.0,0,0,
-1,26,sb,swing:s66bxj,2026-09-11T08:46:03Z,1,2155.8,,2560.0,452.4,454.9,3512.9,3506.0,3512.9,3506.0,1193,452,23976.9,0.0,0,0,
-1,27,sb,swing:x0w1dv,2026-09-11T08:46:29Z,1,2108.6,,2560.0,466.6,469.1,3533.5,3526.6,3533.5,3526.6,1225,458,23509.7,0.0,0,0,
-1,28,sb,swing:ewl378,2026-09-11T08:46:53Z,1,2237.7,,2560.0,480.7,483.3,3553.2,3546.3,3553.2,3546.3,1257,466,24505.5,0.0,0,0,
-1,29,sb,swing:rckfym,2026-09-11T08:47:17Z,1,2186.2,,2560.0,494.8,497.5,3574.9,3567.9,3574.9,3567.9,1289,474,24203.4,0.0,0,0,
-1,30,sb,swing:xkd1v0,2026-09-11T08:47:45Z,1,2429.7,,2560.0,509.0,511.6,3595.3,3588.3,3595.3,3588.3,1323,481,24180.2,0.0,0,0,
-1,31,sb,swing:sbhci4,2026-09-11T08:48:12Z,1,2243.7,,2560.0,522.8,525.3,3615.7,3608.8,3615.7,3608.8,1356,489,23846.7,0.0,0,0,
-1,32,sb,swing:u0c1kg,2026-09-11T08:48:37Z,1,2334.2,,2560.0,536.7,539.2,3636.5,3629.6,3636.5,3629.6,1392,495,23967.4,0.0,0,0,
-1,33,sb,swing:n1g9f0,2026-09-11T08:49:06Z,1,2297.9,,2560.0,550.6,553.0,3656.5,3649.6,3656.5,3649.6,1426,502,24463.3,0.0,0,0,
-1,34,sb,swing:qwwyow,2026-09-11T08:49:33Z,1,2301.6,,2560.0,564.5,566.8,3679.4,3672.5,3679.5,3672.5,1459,509,24098.3,0.0,0,0,
-1,35,sb,swing:cebzam,2026-09-11T08:50:01Z,1,2405.1,,2560.0,578.4,580.6,3699.7,3692.8,3699.7,3692.8,1493,515,24254.5,0.0,0,0,
-1,36,sb,swing:un9ii1,2026-09-11T08:50:33Z,1,2202.0,,2560.0,592.3,594.5,3719.6,3712.7,3719.6,3712.7,1526,523,23438.8,0.0,0,0,
-1,37,sb,swing:pzmvoo,2026-09-11T08:51:05Z,1,2300.7,,2560.0,606.1,608.4,3740.1,3733.2,3740.1,3733.2,1560,526,24420.1,0.0,0,0,
-1,38,sb,swing:iyy0ji,2026-09-11T08:51:39Z,1,2331.4,,2560.0,620.0,622.2,3760.4,3753.5,3760.4,3753.5,1592,533,24225.8,0.0,0,0,
-1,39,sb,swing:xbojnj,2026-09-11T08:52:15Z,1,2405.4,,2560.0,634.0,636.0,3781.7,3774.8,3781.7,3774.8,1625,540,23873.1,0.0,0,0,
-1,40,sb,swing:vvhmch,2026-09-11T08:52:51Z,1,2412.5,,2560.0,647.5,649.2,3814.9,3808.0,3814.9,3808.0,1661,547,24466.7,0.0,0,0,
-1,41,sb,swing:hxdgfr,2026-09-11T08:53:44Z,1,2403.6,,2560.0,661.8,663.6,3834.5,3827.6,3834.5,3827.6,1695,554,24304.0,0.0,0,0,
-1,42,sb,swing:3sz1d1,2026-09-11T08:54:39Z,1,2426.5,,2560.0,675.7,677.5,3924.2,3917.2,3924.2,3917.2,1731,563,23376.5,0.0,0,0,
-1,43,sb,swing:eif920,2026-09-11T08:58:58Z,1,2465.2,,2560.0,689.9,692.0,3977.2,3970.3,3977.2,3970.3,1764,564,24304.6,0.0,0,0,
