cycle,tenants,channel,tenant,t_utc,procs,heap_used_pre_mb,heap_live_mb,heap_committed_mb,meta_used_mb,meta_committed_mb,rss_mb,pss_mb,rss_postgc_mb,pss_postgc_mb,threads,fds,host_avail_mb,swap_used_mb,gc_ms,gc_passes,heap_settled
-1,17,sb,swing:7yjvea,2026-09-11T09:19:13Z,1,1158.8,,1798.0,325.2,327.1,2529.7,2522.7,2529.7,2522.7,903,390,25594.7,0.0,0,0,
-1,18,sb,swing:rgt9pl,2026-09-11T09:19:36Z,1,1425.6,,1918.0,339.4,341.4,2676.2,2669.2,2676.2,2669.2,936,397,25436.7,0.0,0,0,
-1,19,sb,swing:mazbf0,2026-09-11T09:19:58Z,1,1542.6,,2000.0,353.5,355.5,2784.4,2777.4,2784.4,2777.4,969,404,25498.8,0.0,0,0,
-1,20,sb,swing:nirvt8,2026-09-11T09:20:20Z,1,1316.1,,2090.0,367.6,369.7,2897.0,2890.0,2897.0,2890.0,1001,410,25371.0,0.0,0,0,
-1,21,sb,swing:165g2l,2026-09-11T09:20:43Z,1,1338.0,,2194.0,381.8,383.9,3024.6,3017.6,3024.6,3017.6,1034,418,24844.4,0.0,0,0,
-1,22,sb,swing:svkfl1,2026-09-11T09:21:05Z,1,1580.2,,2304.0,395.9,398.1,3157.1,3150.1,3157.1,3150.1,1067,425,24030.7,0.0,0,0,
-1,23,sb,swing:5nys6v,2026-09-11T09:21:28Z,1,1944.1,,2380.0,410.0,412.2,3264.3,3257.3,3264.3,3257.3,1097,430,25018.9,0.0,0,0,
-1,24,sb,swing:ecmz6f,2026-09-11T09:21:50Z,1,1576.1,,2480.0,424.1,426.4,3388.4,3381.4,3388.4,3381.4,1125,439,23835.3,0.0,0,0,
-1,25,sb,swing:blep6s,2026-09-11T09:22:13Z,1,2130.4,,2560.0,438.2,440.6,3489.5,3482.5,3489.5,3482.5,1159,446,24382.9,0.0,0,0,
-1,26,sb,swing:yv504c,2026-09-11T09:22:35Z,1,1908.5,,2560.0,452.4,454.8,3508.7,3501.6,3508.6,3501.6,1191,453,24572.8,0.0,0,0,
-1,27,sb,swing:r35fdg,2026-09-11T09:22:59Z,1,2238.4,,2560.0,466.5,469.0,3528.6,3521.6,3528.6,3521.6,1223,460,24608.7,0.0,0,0,
-1,28,sb,swing:hncgh5,2026-09-11T09:23:21Z,1,1877.6,,2560.0,480.6,483.1,3553.3,3546.3,3553.3,3546.3,1256,467,24473.2,0.0,0,0,
-1,29,sb,swing:75ychg,2026-09-11T09:23:44Z,1,2167.6,,2560.0,494.8,497.4,3573.4,3566.4,3573.4,3566.4,1288,474,23770.2,0.0,0,0,
-1,30,sb,swing:igsnjr,2026-09-11T09:24:07Z,1,2058.1,,2560.0,508.9,511.5,3595.1,3588.0,3595.1,3588.0,1320,481,24534.2,0.0,0,0,
-1,31,sb,swing:6tce5x,2026-09-11T09:24:34Z,1,2381.9,,2560.0,522.7,525.5,3616.0,3609.0,3616.0,3609.0,1353,487,24482.9,0.0,0,0,
-1,32,sb,swing:mtb8pv,2026-09-11T09:25:01Z,1,2118.1,,2560.0,536.6,539.2,3636.2,3629.2,3636.2,3629.2,1385,495,23902.0,0.0,0,0,
-1,33,sb,swing:pr7bxw,2026-09-11T09:25:28Z,1,2362.4,,2560.0,550.5,553.0,3657.2,3650.2,3657.2,3650.2,1419,502,23481.3,0.0,0,0,
-1,34,sb,swing:9ao4qp,2026-09-11T09:25:56Z,1,2136.2,,2560.0,564.4,566.8,3677.6,3670.6,3677.6,3670.6,1454,509,24062.5,0.0,0,0,
-1,35,sb,swing:yolqiw,2026-09-11T09:26:25Z,1,2404.3,,2560.0,578.3,580.7,3697.2,3690.2,3697.2,3690.2,1486,515,24164.0,0.0,0,0,
-1,36,sb,swing:c19lrh,2026-09-11T09:26:55Z,1,2304.6,,2560.0,592.2,594.5,3716.6,3709.6,3716.6,3709.6,1522,523,23839.6,0.0,0,0,
-1,37,sb,swing:pk5aza,2026-09-11T09:27:23Z,1,2350.1,,2560.0,606.1,608.2,3735.9,3728.9,3735.9,3728.9,1554,530,23512.9,0.0,0,0,
-1,38,sb,swing:e8pg6h,2026-09-11T09:28:06Z,1,2362.8,,2560.0,619.9,622.1,3756.8,3749.8,3756.8,3749.8,1588,533,23692.2,0.0,0,0,
-1,39,sb,swing:5poj18,2026-09-11T09:28:47Z,1,2420.7,,2560.0,633.9,635.9,3777.9,3770.9,3777.9,3770.9,1621,540,24231.2,0.0,0,0,
-1,40,sb,swing:s9siht,2026-09-11T09:29:36Z,1,2343.1,,2560.0,647.4,649.2,3816.0,3809.0,3816.0,3809.0,1657,547,24440.7,0.0,0,0,
-1,41,sb,swing:94oynq,2026-09-11T09:30:25Z,1,2462.5,,2560.0,661.7,663.5,3835.1,3828.1,3835.1,3828.1,1691,554,24062.5,0.0,0,0,
-1,42,sb,swing:leavje,2026-09-11T09:32:01Z,1,2409.2,,2560.0,675.6,677.4,3934.7,3927.7,3934.7,3927.7,1728,557,23591.3,0.0,0,0,
