t_utc,elapsed_s,tenants,cg_mem_mb,cg_mem_max_mb,cg_mem_pct,cg_oom_kills,cg_swap_mb,load1,cpu_pct,runq,cg_cpu_s,cg_throttled_s,tx_mbps,rx_mbps,sendq_kb,sendq_max_kb,estab_conns,threads,pids,cg_pids_max,peer_load1,peer_cpu_pct,peer_mem_avail_mb,host_avail_mb,host_swap_mb,tcp_retrans_d,tcp_outsegs_d
2026-09-11T08:36:32Z,5,0,398.0,4096,9.7,0,0.0,7.30,0.4,1,4.7,0.0,0.07,0.06,0,0,0,70,70,33988,0.96,,106690,29070,0,0,147
2026-09-11T08:36:37Z,10,0,574.2,4096,14.0,0,0.0,6.72,3.0,1,9.4,0.0,16.03,0.08,0,0,7,165,165,33988,0.89,,106923,28936,0,0,7295
2026-09-11T08:36:42Z,15,0,577.6,4096,14.1,0,0.0,6.18,0.5,1,10.1,0.0,0.84,0.03,0,0,7,166,166,33988,0.81,,107002,28936,0,0,428
2026-09-11T08:36:47Z,21,0,582.3,4096,14.2,0,0.0,5.68,0.7,1,10.9,0.0,1.21,0.06,0,0,7,188,188,33988,0.75,,106980,28937,0,0,642
2026-09-11T08:36:53Z,26,0,585.3,4096,14.3,0,0.0,5.31,0.7,1,11.7,0.0,1.21,0.05,0,0,7,198,198,33988,0.69,,106982,28934,0,0,613
2026-09-11T08:36:58Z,31,1,743.9,4096,18.2,0,0.0,5.12,2.9,1,16.0,0.0,16.95,0.13,0,0,14,252,252,33988,0.63,,106637,28760,0,0,7768
2026-09-11T08:37:03Z,36,1,763.5,4096,18.6,0,0.0,4.79,0.9,1,17.3,0.0,2.27,0.07,0,0,14,262,262,33988,0.58,,106582,28746,0,0,1141
2026-09-11T08:37:08Z,42,1,770.1,4096,18.8,0,0.0,4.49,1.0,2,18.6,0.0,1.84,0.09,0,0,14,273,273,33988,0.49,,106461,28726,0,0,973
2026-09-11T08:37:14Z,47,1,771.3,4096,18.8,0,0.0,4.37,1.0,1,19.9,0.0,2.69,0.08,0,0,14,277,277,33988,0.45,,106358,28718,0,0,1341
2026-09-11T08:37:19Z,52,2,866.8,4096,21.2,0,0.0,4.26,3.3,2,24.9,0.0,17.92,0.16,0,0,20,334,334,33988,0.42,,105914,28612,0,0,8262
2026-09-11T08:37:24Z,57,2,874.1,4096,21.3,0,0.0,4.16,1.4,1,26.8,0.0,3.61,0.13,0,0,20,343,342,33988,0.38,,105738,28601,0,0,1873
2026-09-11T08:37:29Z,62,2,876.7,4096,21.4,0,0.0,3.91,1.3,2,28.6,0.0,3.22,0.12,0,0,20,351,351,33988,0.35,,105611,28579,0,0,1637
2026-09-11T08:37:34Z,68,2,880.1,4096,21.5,0,0.0,3.67,1.4,5,30.5,0.0,3.98,0.13,0,0,16,364,364,33988,0.32,,105459,28543,0,0,2010
2026-09-11T08:37:40Z,73,3,1018.6,4096,24.9,0,0.0,3.46,3.7,2,35.9,0.0,18.85,0.19,0,0,22,421,422,33988,0.46,,104978,28380,0,0,8695
2026-09-11T08:37:45Z,78,3,1024.2,4096,25.0,0,0.0,3.26,1.9,1,38.5,0.0,5.37,0.17,0,0,22,429,429,33988,0.42,,104773,28297,0,0,2692
2026-09-11T08:37:50Z,83,3,1027.2,4096,25.1,0,0.0,3.00,1.5,1,40.6,0.0,3.74,0.14,0,0,22,445,445,33988,0.39,,104615,28245,0,0,1899
2026-09-11T08:37:55Z,89,3,1027.9,4096,25.1,0,0.0,2.76,2.0,2,43.3,0.0,5.71,0.19,0,0,17,448,448,33988,0.84,,104373,28205,0,0,2888
2026-09-11T08:38:00Z,94,4,1121.7,4096,27.4,0,0.0,2.54,4.1,2,49.4,0.0,21.04,0.25,0,0,24,504,504,33988,0.85,,103967,28197,0,0,9862
2026-09-11T08:38:06Z,99,4,1124.1,4096,27.4,0,0.0,2.41,2.2,1,52.3,0.0,5.88,0.20,0,0,24,505,505,33988,0.78,,103721,28099,0,0,2965
2026-09-11T08:38:11Z,104,4,1126.0,4096,27.5,0,0.0,2.22,2.1,1,55.1,0.0,5.54,0.19,0,0,24,503,503,33988,0.72,,103566,28038,0,0,2774
2026-09-11T08:38:16Z,109,4,1126.8,4096,27.5,0,0.0,2.04,2.3,3,58.1,0.0,6.20,0.21,0,0,23,499,499,33988,0.74,,103428,27935,0,0,3108
2026-09-11T08:38:21Z,115,5,1282.8,4096,31.3,0,0.0,1.73,5.0,1,65.3,0.0,22.21,0.28,0,0,26,549,549,33988,0.76,,102956,27718,0,0,10336
2026-09-11T08:38:27Z,120,5,1284.3,4096,31.4,0,0.0,1.75,2.5,2,68.4,0.0,6.64,0.23,0,0,26,542,542,33988,0.78,,102763,27499,0,0,3338
2026-09-11T08:38:32Z,125,5,1286.3,4096,31.4,0,0.0,1.69,2.9,1,72.1,0.0,7.56,0.25,0,0,26,536,536,33988,0.80,,102608,27350,0,0,3800
2026-09-11T08:38:37Z,130,5,1286.3,4096,31.4,0,0.0,1.55,2.7,2,75.5,0.0,7.22,0.24,0,0,26,533,533,33988,0.73,,102509,27273,0,0,3640
2026-09-11T08:38:42Z,135,6,1361.7,4096,33.2,0,0.0,1.51,5.4,3,82.8,0.0,22.99,0.34,0,0,28,582,582,33988,0.76,,102131,27263,0,0,10944
2026-09-11T08:38:47Z,141,6,1414.5,4096,34.5,0,0.0,1.39,3.0,3,86.6,0.0,8.73,0.26,0,0,28,574,574,33988,0.70,,101926,26988,0,0,4339
2026-09-11T08:38:53Z,146,6,1414.8,4096,34.5,0,0.0,1.28,3.5,1,91.0,0.0,9.10,0.31,0,0,28,569,569,33988,0.64,,101801,26631,0,0,4550
2026-09-11T08:38:58Z,151,6,1416.6,4096,34.6,0,0.0,1.17,2.9,2,94.7,0.0,7.68,0.25,0,0,28,568,568,33988,0.59,,101670,26347,0,0,3833
2026-09-11T08:39:03Z,156,7,1467.0,4096,35.8,0,0.0,1.08,5.4,2,101.7,0.0,23.93,0.36,0,0,30,589,589,33988,0.54,,101312,25779,0,0,11239
2026-09-11T08:39:08Z,161,7,1533.1,4096,37.4,0,0.0,0.99,4.1,2,107.1,0.0,10.35,0.34,0,0,30,605,605,33988,0.58,,101054,27380,0,1,5262
2026-09-11T08:39:13Z,167,7,1534.1,4096,37.5,0,0.0,0.99,4.5,3,112.0,0.0,10.39,0.37,0,0,30,601,601,33988,0.79,,100937,27187,0,0,5239
2026-09-11T08:39:19Z,172,7,1535.4,4096,37.5,0,0.0,1.00,3.4,3,116.4,0.0,9.87,0.30,0,0,29,601,601,33988,0.73,,100796,26812,0,0,4888
2026-09-11T08:39:24Z,177,8,1565.8,4096,38.2,0,0.0,0.91,5.2,3,122.9,0.0,25.11,0.40,0,0,32,618,619,33988,0.67,,100443,26149,0,0,11823
2026-09-11T08:39:29Z,182,8,1675.1,4096,40.9,0,0.0,0.84,4.6,2,129.3,0.0,11.18,0.33,0,0,32,637,637,33988,0.61,,100223,25594,0,0,5532
2026-09-11T08:39:34Z,187,8,1676.5,4096,40.9,0,0.0,0.77,4.2,2,134.4,0.0,11.31,0.37,0,0,32,635,635,33988,0.81,,100032,27157,0,0,5637
2026-09-11T08:39:39Z,193,8,1677.4,4096,41.0,0,0.0,0.71,4.5,3,139.6,0.0,11.81,0.40,0,0,32,635,635,33988,1.06,,99958,27086,0,0,6074
2026-09-11T08:39:45Z,198,9,1689.6,4096,41.3,0,0.0,0.74,4.9,3,145.7,0.0,27.73,0.44,0,0,34,646,646,33988,0.98,,99554,26578,0,0,13091
