cycle,tenants,channel,tenant,t_utc,procs,heap_used_pre_mb,heap_live_mb,heap_committed_mb,meta_used_mb,meta_committed_mb,rss_mb,pss_mb,rss_postgc_mb,pss_postgc_mb,threads,fds,host_avail_mb,swap_used_mb,gc_ms,gc_passes,heap_settled
-1,12,sb,swing:vvawhq,2026-09-11T10:53:41Z,1,829.8,,1310.0,254.6,256.3,1893.0,1886.0,1893.0,1885.9,731,355,24009.6,0.0,0,0,
-1,13,sb,swing:dfrit1,2026-09-11T10:54:03Z,1,1100.3,,1400.0,268.8,270.5,2008.0,2001.0,2008.0,2001.0,759,362,25896.5,0.0,0,0,
-1,14,sb,swing:vejud4,2026-09-11T10:54:25Z,1,1123.2,,1494.0,282.9,284.7,2126.7,2119.7,2126.7,2119.7,800,369,23796.9,0.0,0,0,
-1,15,sb,swing:sj2z9e,2026-09-11T10:54:47Z,1,1352.3,,1604.0,297.0,298.9,2266.2,2259.2,2266.2,2259.2,829,376,24077.9,0.0,0,0,
-1,16,sb,swing:poixw6,2026-09-11T10:55:09Z,1,1472.1,,1728.0,311.2,313.1,2417.3,2410.2,2417.3,2410.2,860,383,25566.9,0.0,0,0,
-1,17,sb,swing:0atzi0,2026-09-11T10:55:30Z,1,1173.0,,1820.0,325.3,327.3,2541.1,2534.0,2541.1,2534.0,899,390,23378.4,0.0,0,0,
-1,18,sb,swing:g6zmtp,2026-09-11T10:55:53Z,1,1666.9,,1900.0,339.4,341.4,2646.9,2639.9,2646.9,2639.9,930,397,23227.1,0.0,0,0,
-1,19,sb,swing:hsdc70,2026-09-11T10:56:15Z,1,1433.8,,1994.0,353.5,355.6,2768.4,2761.3,2768.4,2761.3,965,404,23122.4,0.0,0,0,
-1,20,sb,swing:vkg40d,2026-09-11T10:56:38Z,1,1695.6,,2098.0,367.6,369.8,2898.1,2891.1,2898.1,2891.1,995,411,23023.1,0.0,0,0,
-1,21,sb,swing:g0tndk,2026-09-11T10:57:01Z,1,1615.8,,2188.0,381.8,384.0,3011.7,3004.7,3011.7,3004.7,1029,418,22896.7,0.0,0,0,
-1,22,sb,swing:dq45t1,2026-09-11T10:57:23Z,1,1769.3,,2288.0,395.9,398.1,3139.5,3132.5,3139.6,3132.5,1056,424,22785.3,0.0,0,0,
-1,23,sb,swing:4fwt4n,2026-09-11T10:57:46Z,1,1559.1,,2420.0,410.0,412.2,3297.4,3290.4,3297.5,3290.4,1090,432,22532.2,0.0,0,0,
-1,24,sb,swing:26saec,2026-09-11T10:58:10Z,1,1857.0,,2494.0,424.1,426.5,3393.1,3386.1,3393.1,3386.1,1122,439,22402.7,0.0,0,0,
-1,25,sb,swing:2wed0t,2026-09-11T10:58:33Z,1,2336.7,,2560.0,438.3,440.6,3480.5,3473.5,3480.5,3473.5,1155,446,24319.4,0.0,0,0,
-1,26,sb,swing:bakxlj,2026-09-11T10:58:56Z,1,2289.5,,2560.0,452.4,454.9,3500.6,3493.5,3500.6,3493.5,1187,453,22481.1,0.0,0,0,
-1,27,sb,swing:e20326,2026-09-11T10:59:19Z,1,2302.5,,2560.0,466.5,469.0,3520.9,3513.9,3520.9,3513.8,1220,460,22320.2,0.0,0,0,
-1,28,sb,swing:gwtqyc,2026-09-11T10:59:44Z,1,1784.8,,2560.0,480.7,483.2,3541.5,3534.5,3541.5,3534.5,1256,466,23193.3,0.0,0,0,
-1,29,sb,swing:yhkx0y,2026-09-11T11:00:10Z,1,2286.5,,2560.0,494.8,497.4,3562.3,3555.2,3562.3,3555.3,1290,474,24799.2,0.0,0,0,
-1,30,sb,swing:gp69ln,2026-09-11T11:00:36Z,1,1958.2,,2560.0,508.9,511.6,3582.5,3575.4,3582.5,3575.4,1322,481,22284.8,0.0,0,0,
-1,31,sb,swing:d5vc7e,2026-09-11T11:01:03Z,1,1995.3,,2560.0,522.7,525.4,3602.9,3595.9,3602.9,3595.9,1355,488,22357.0,0.0,0,0,
-1,32,sb,swing:kqkm20,2026-09-11T11:01:29Z,1,2254.6,,2560.0,536.7,539.1,3622.9,3615.9,3622.9,3615.9,1387,495,23027.1,0.0,0,0,
-1,33,sb,swing:t2kwhn,2026-09-11T11:01:57Z,1,2402.5,,2560.0,550.5,553.0,3643.8,3636.8,3643.8,3636.8,1425,502,22836.3,0.0,0,0,
-1,34,sb,swing:65otq6,2026-09-11T11:02:26Z,1,2349.2,,2560.0,564.4,566.8,3664.7,3657.7,3664.7,3657.7,1458,507,22256.5,0.0,0,0,
-1,35,sb,swing:a9dwy5,2026-09-11T11:02:51Z,1,2309.0,,2560.0,578.3,580.6,3685.6,3678.6,3685.6,3678.6,1492,515,22620.4,0.0,0,0,
-1,36,sb,swing:n27rig,2026-09-11T11:03:17Z,1,2205.9,,2560.0,592.2,594.5,3705.3,3698.3,3705.3,3698.3,1524,522,22362.5,0.0,0,0,
-1,37,sb,swing:dmm4n1,2026-09-11T11:03:51Z,1,2374.1,,2560.0,606.1,608.2,3725.1,3718.1,3725.1,3718.1,1557,528,23559.7,0.0,0,0,
-1,38,sb,swing:x1115q,2026-09-11T11:04:25Z,1,2306.4,,2560.0,619.9,622.1,3745.2,3738.2,3745.2,3738.2,1591,534,24532.0,0.0,0,0,
-1,39,sb,swing:t0kfdc,2026-09-11T11:05:05Z,1,2463.9,,2560.0,633.9,635.9,3765.8,3758.8,3765.8,3758.9,1623,540,23715.6,0.0,0,0,
-1,40,sb,swing:q8psmo,2026-09-11T11:05:45Z,1,2334.2,,2560.0,647.5,649.3,3800.1,3793.1,3800.1,3793.1,1658,547,23135.7,0.0,0,0,
-1,41,sb,swing:f7sw0c,2026-09-11T11:06:28Z,1,2404.8,,2560.0,661.8,663.8,3821.8,3814.7,3821.8,3814.7,1692,553,22211.4,0.0,0,0,
-1,42,sb,swing:xs3mqn,2026-09-11T11:07:18Z,1,2458.4,,2560.0,675.6,677.4,3907.8,3900.7,3907.8,3900.7,1728,561,21917.7,0.0,0,0,
-1,43,sb,swing:6h5cxl,2026-09-11T11:11:46Z,1,2466.2,,2560.0,689.8,691.8,3957.5,3950.5,3957.5,3950.4,1767,565,24174.5,0.0,0,0,
